Time,Seconds,fm_ds,fm_us,gravity_ds,gravity_us,Node3,Node3.1
01/01/2022 02:27:00,                8760,     1.60813,     7.27599,     1.60603,     7.15280,     0.43352,     0.43352
01/01/2022 02:28:00,                8820,     1.61993,     7.29387,     1.61782,     7.17026,     0.43352,     0.43352
01/01/2022 02:29:00,                8880,     1.63177,     7.31180,     1.62964,     7.18779,     0.43352,     0.43352
01/01/2022 02:30:00,                8940,     1.64364,     7.32978,     1.64150,     7.20537,     0.43352,     0.43352
01/01/2022 02:31:00,                9000,     1.65555,     7.34783,     1.65340,     7.22302,     0.43352,     0.43352
01/01/2022 02:32:00,                9060,     1.66750,     7.36593,     1.66535,     7.24073,     0.43352,     0.43352
01/01/2022 02:33:00,                9120,     1.67949,     7.38410,     1.67734,     7.25851,     0.43352,     0.43352
01/01/2022 02:34:00,                9180,     1.69153,     7.40232,     1.68937,     7.27635,     0.43352,     0.43352
01/01/2022 02:35:00,                9240,     1.70361,     7.42061,     1.70145,     7.29425,     0.43352,     0.43352
01/01/2022 02:36:00,                9300,     1.71573,     7.43896,     1.71357,     7.31221,     0.43352,     0.43352
01/01/2022 02:37:00,                9360,     1.72789,     7.45737,     1.72573,     7.33024,     0.43352,     0.43352
01/01/2022 02:38:00,                9420,     1.74010,     7.47584,     1.73793,     7.34833,     0.43352,     0.43352
01/01/2022 02:39:00,                9480,     1.75235,     7.49438,     1.75018,     7.36649,     0.43352,     0.43352
01/01/2022 02:40:00,                9540,     1.76465,     7.51297,     1.76247,     7.38471,     0.43352,     0.43352
01/01/2022 02:41:00,                9600,     1.77698,     7.53163,     1.77480,     7.40300,     0.43352,     0.43352
01/01/2022 02:42:00,                9660,     1.78961,     7.55067,     1.78744,     7.42164,     0.43352,     0.43352
01/01/2022 02:43:00,                9720,     1.80333,     7.57113,     1.80124,     7.44165,     0.43352,     0.43352
01/01/2022 02:44:00,                9780,     1.81518,     7.58906,     1.81306,     7.45937,     0.43352,     0.43352
01/01/2022 02:45:00,                9840,     1.82730,     7.60750,     1.82517,     7.47746,     0.43352,     0.43352
01/01/2022 02:46:00,                9900,     1.83987,     7.62653,     1.83774,     7.49609,     0.43352,     0.43352
01/01/2022 02:47:00,                9960,     1.85364,     7.64709,     1.85158,     7.51619,     0.43352,     0.43352
01/01/2022 02:48:00,               10020,     1.86558,     7.66518,     1.86348,     7.53407,     0.43352,     0.43352
01/01/2022 02:49:00,               10080,     1.87808,     7.68413,     1.87597,     7.55265,     0.43352,     0.43352
01/01/2022 02:50:00,               10140,     1.89186,     7.70474,     1.88981,     7.57281,     0.43352,     0.43352
01/01/2022 02:51:00,               10200,     1.90386,     7.72293,     1.90177,     7.59078,     0.43352,     0.43352
01/01/2022 02:52:00,               10260,     1.91646,     7.74200,     1.91434,     7.60951,     0.43352,     0.43352
01/01/2022 02:53:00,               10320,     1.93039,     7.76267,     1.92829,     7.62983,     0.43352,     0.43352
01/01/2022 02:54:00,               10380,     1.94270,     7.78147,     1.94062,     7.64827,     0.43352,     0.43352
01/01/2022 02:55:00,               10440,     1.95646,     7.80212,     1.95443,     7.66847,     0.43352,     0.43352
01/01/2022 02:56:00,               10500,     1.96878,     7.82078,     1.96672,     7.68691,     0.43352,     0.43352
01/01/2022 02:57:00,               10560,     1.98257,     7.84146,     1.98055,     7.70715,     0.43352,     0.43352
01/01/2022 02:58:00,               10620,     1.99495,     7.86018,     1.99289,     7.72567,     0.43352,     0.43352
01/01/2022 02:59:00,               10680,     2.00885,     7.88084,     2.00678,     7.74602,     0.43352,     0.43352
01/01/2022 03:00:00,               10740,     2.04577,     7.93599,     2.04470,     7.80179,     0.43352,     0.43352
